trace_id,experiment_id,request_id,model,dataset,subset,predictor_checkpoint,threshold,sliding_window,layers,kv_heads,sequence_tokens,prompt_tokens,context_tokens_scored,question_tokens_not_scored,generated_tokens_retokenized,logical_total_kv,logical_removed_kv,logical_removed_fraction,logical_compression_factor,cold_removed_fraction,predicted_removed_fraction,protected_recent_predicted_drops,protected_recent_final_drops,predictor_only,score_margin_abs_p50,score_margin_abs_p90,near_threshold_0_125_fraction,near_threshold_0_25_fraction,near_threshold_0_50_fraction,layer_retention_min,layer_retention_max,layer_load_cv,global_head_retention_min,global_head_retention_max,global_head_load_cv,all_cold_dropped_layer_heads,all_cold_kept_layer_heads,head_drop_jaccard_mean,head_keep_jaccard_mean,head_drop_jaccard_excess_mean,head_keep_jaccard_excess_mean,decoding_trace_available,context_prefill_tokens,prompt_chunk_count,prompt_chunk_tokens,generation_steps,final_cache_tokens,generation_newly_dropped_mean,generation_newly_dropped_p90,generation_newly_dropped_max,generation_newly_admitted_mean,generation_newly_admitted_p90,generation_newly_admitted_max
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,Qwen/Qwen3-8B,longbench,summarization/multi_news,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,2381,2381,2381,21,0,685728,453633,0.661534894302114,2.954514315258838,0.699118767569167,0.6983191586168277,25224,0,True,1.875,3.90625,0.03016356339539876,0.0630687386252275,0.12924658173503198,0.07685846283074338,0.7313103737925242,0.4490575220462698,0.23635027299454012,0.41530169396612066,0.18984770476671226,1,1,0.5583975656272457,0.19467588208272368,0.040601783961395806,0.07286904230967853,False,2381,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,Qwen/Qwen3-8B,longbench,summarization/multi_news,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,2740,2740,2740,21,0,789120,527073,0.6679250304136253,3.0113681896758977,0.7006564254721797,0.7005284367396594,25728,0,True,1.8125,3.75,0.030814071370640714,0.06427919708029198,0.13196598742903487,0.06697080291970803,0.7364507299270073,0.45440632474920195,0.227007299270073,0.42918694241686944,0.2045665017474345,2,1,0.5604178572326751,0.1852858785469676,0.0400273133099101,0.06401071701185865,False,2740,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,Qwen/Qwen3-8B,longbench,summarization/qmsum,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,2622,2622,2622,20,0,755136,532213,0.7047909250783965,3.38742974031392,0.7409630335026285,0.7377651178065938,24900,0,True,1.96875,4.125,0.02747452114585982,0.057922016696330195,0.1191096703110433,0.06073607932875667,0.6977498093058734,0.50149754712594,0.1901432324773286,0.368929570302568,0.2076818628557143,4,1,0.6114189201009811,0.17831286704652244,0.0361874036807253,0.08066088151246328,False,2622,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,Qwen/Qwen3-8B,longbench,summarization/gov_report,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,4838,4838,4838,20,0,1393344,932601,0.6693257372192366,3.0241240778481715,0.6875154812455768,0.6871870837352442,24887,0,True,1.796875,3.78125,0.030970097836571585,0.06511170249414358,0.1340236151302191,0.04909053327821414,0.7564076064489459,0.4977157727815603,0.22078108492949336,0.41423797712553395,0.20609291938340749,2,1,0.5420408624292914,0.19511359010529458,0.03827123720840784,0.06238957536755691,False,4838,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,Qwen/Qwen3-8B,longbench,summarization/multi_news,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,5183,5183,5183,21,0,1492704,990489,0.6635535243424014,2.972240972491861,0.680355670952852,0.6791185660385448,23234,0,True,1.78125,3.71875,0.030899629129418828,0.06472415160674856,0.13339818209102408,0.04673934015049199,0.7652421377580552,0.4874881010896739,0.2340825776577272,0.4198447917336592,0.19931159874415677,1,1,0.537118633300254,0.20162541636533987,0.042661071666858834,0.06528514650763395,False,5183,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,Qwen/Qwen3-8B,longbench,summarization/multi_news,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,5307,5307,5307,21,0,1528416,1021216,0.6681531729581475,3.0134384858044165,0.684666709574993,0.6841854573623934,24504,0,True,1.78125,3.71875,0.03094576345706928,0.0650621296819714,0.13373584155099136,0.04284435651026946,0.7447946108912756,0.4860572152871052,0.227623892971547,0.4125787743650943,0.19799550159232815,1,0,0.5466299461072989,0.20586501413776753,0.045423234440990966,0.07081829991750434,False,5307,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,Qwen/Qwen3-8B,longbench,summarization/qmsum,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,6710,6710,6710,24,0,1932480,1322173,0.6841845711210466,3.1664064151320566,0.6974898924676728,0.6960967254512337,23020,0,True,1.765625,3.84375,0.031138743997350556,0.0654526825633383,0.13400086934923,0.02807377049180328,0.7190014903129657,0.49057913980891826,0.20577082298393773,0.39335982778605727,0.21518265689437063,0,1,0.5544001710610473,0.19845132714550365,0.039558647548387754,0.07345490604273067,False,6710,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,Qwen/Qwen3-8B,longbench,summarization/qmsum,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,5207,5207,5207,28,0,1499616,1083329,0.7224042688261528,3.602360871225861,0.7406101649493557,0.7389665087595758,24837,0,True,1.890625,4.1875,0.028792037428248297,0.060472147536436,0.12432049271280114,0.03176013059343192,0.683767044363357,0.5286812851018259,0.1771813584277575,0.3498975737788874,0.21939593984363692,2,1,0.6138133402795868,0.1820722780867404,0.03896954274280774,0.08248465543203459,False,5207,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,Qwen/Qwen3-8B,longbench,summarization/gov_report,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,8746,8746,8746,20,0,2518848,1659241,0.6587301020148894,2.9302320711674055,0.6685139791392692,0.668004976878319,23362,0,True,1.75,3.75,0.03221353571156338,0.06764481223162334,0.1386737111568463,0.028327235307569174,0.7736536702492568,0.496449029781492,0.23712109662829992,0.4281576339660035,0.20405609083829185,1,0,0.5209520493162809,0.22337248604115634,0.04169836136407612,0.07723865892559185,False,8746,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,Qwen/Qwen3-8B,longbench,summarization/gov_report,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,8193,8193,8193,20,0,2359584,1579560,0.6694230847471418,3.0250146149349253,0.6800475304815045,0.6797384623730285,24340,0,True,1.78125,3.8125,0.0318259489808373,0.06689526628422637,0.137567469520051,0.026745392408153303,0.7488099597217136,0.49663255036627857,0.22683998535335043,0.4135881579125812,0.20922155554508276,3,1,0.53566765938867,0.20374569923729416,0.041286130748541296,0.06503517817860047,False,8193,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,Qwen/Qwen3-8B,longbench,summarization/multi_news,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,14300,14300,14300,21,0,4118400,2739240,0.6651223776223776,2.9861654920386322,0.6711296923511149,0.6704739704739705,22040,0,True,1.734375,3.8125,0.032959644522144525,0.06937791375291376,0.1424618783993784,0.023566433566433568,0.7459090909090909,0.4880957641389538,0.23684926184926186,0.40965229215229215,0.19187002557300376,0,1,0.5377855467018617,0.21973663062724572,0.0521186292314541,0.07151169101173077,False,14300,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,Qwen/Qwen3-8B,longbench,summarization/qmsum,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,15833,15833,15833,20,0,4559904,3012693,0.6606921987831322,2.9471765647995007,0.6660770189960734,0.6652681723123995,20866,0,True,1.65625,3.8125,0.0353222348540671,0.07453292876341257,0.15202052499350863,0.017621423608918083,0.7229283774395251,0.491207550703552,0.24140332778935697,0.417407033130522,0.19864598635870764,1,1,0.5315730212729254,0.2339413575589517,0.04995583966732797,0.07930603122866585,False,15833,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,Qwen/Qwen3-8B,longbench,summarization/qmsum,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,10885,10885,10885,25,0,3134880,2115013,0.6746711197876792,3.073812565756123,0.6826991855432638,0.6820050528249885,22991,0,True,1.6875,3.8125,0.03344848925636707,0.07076443117439903,0.14491878477007095,0.019924207625172257,0.7222783647220946,0.48989190262123966,0.22184964017761447,0.4028173327208697,0.20664997102540994,1,1,0.5442811576605375,0.2139426196737013,0.04547806804897882,0.07488144284634721,False,10885,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,3371,3371,3371,25,0,970848,642911,0.6622159184547941,2.9604710660889135,0.6883533336759516,0.6869540855005108,24017,0,True,1.875,3.78125,0.02909209268598174,0.06062535020930156,0.12467039124559148,0.06003411450608128,0.765129041827351,0.48991802821532543,0.2285095092125647,0.4156036784336992,0.19927856443642755,1,2,0.540637669954772,0.19292160092423644,0.03684566359528432,0.06394394741296722,False,3371,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,3887,3887,3887,30,0,1119456,738879,0.6600339807906698,2.9414704514460936,0.6825092001418817,0.6807672655289713,23210,0,True,1.84375,3.8125,0.02919185747363005,0.06115202384015093,0.12573517851527885,0.05081039361975817,0.7641497298687934,0.493294936483471,0.228446674098848,0.4187105165366035,0.2052291506008353,0,2,0.5329545575227824,0.20166952034172125,0.0370084918888823,0.06848376317321735,False,3887,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,2763,2763,2763,30,0,795744,529173,0.6650040716612378,2.985110908538438,0.6973078747628083,0.6953190975992279,24123,0,True,1.90625,3.8125,0.028861040736719346,0.060353581051192345,0.12395946435034383,0.07129931234165762,0.7530763662685487,0.4770756185964845,0.22663570193429042,0.4155205694293642,0.20248445761911177,0,3,0.5496550425892954,0.18846647047995144,0.03548784657417957,0.06682085203284235,False,2763,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,2143,2143,2143,29,0,617184,406751,0.6590433322963655,2.9329240185712315,0.7009081196581196,0.7018279799865195,26406,0,True,1.90625,3.8125,0.028758036501270286,0.06012631565303054,0.1239209052729818,0.09087727484834345,0.7457419505366308,0.4520376024403121,0.2351454347487945,0.4225514595323275,0.19989623417025568,0,2,0.556967771799345,0.1895836168163342,0.038050400183832815,0.06999173509733327,False,2143,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,3739,3739,3739,30,0,1076832,719706,0.6683549523045378,3.0152719208346634,0.6920462937321148,0.6908607842263231,24235,0,True,1.84375,3.78125,0.029145679177439005,0.061580636533832576,0.12664742503937476,0.05633190692698582,0.7574552019256485,0.4950198806439218,0.22370806216754333,0.41177825324656026,0.20703853662967453,0,2,0.5490395632485924,0.20135327892769114,0.03986961727237713,0.07378460758978897,False,3739,0,0,0,nan,nan,nan,nan,nan,nan,nan
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,Qwen/Qwen3-8B,longbench,reasoning/2wikimqa,nvidia/KVzap-mlp-Qwen3-8B,-4.0,128,36,8,4377,4377,4377,29,0,1260576,842459,0.6683127395730206,3.0148881772326885,0.6884454839047096,0.687508726169624,24198,0,True,1.8125,3.78125,0.029986291980808773,0.06351223567638921,0.12995329119386692,0.0504055289010738,0.7492574822938085,0.48654639337815864,0.22691848805625364,0.4075089482903054,0.20250051361350244,0,1,0.544200085174892,0.20398933793937352,0.04060015840439048,0.07413102650839502,False,4377,0,0,0,nan,nan,nan,nan,nan,nan,nan
